nome,telefone,email,genero,segmento,tamanho,areaProduto,funcao,estrategiaMarketing,ia,estrategiaAtendimento,aumentoProdutividade,comunicacao,ambienteIntegrado,capacitacao,reducaoCusto,conversao,vendas,ferramentas,timeVendas,estrategiaEmpresa,marca,jornada,marketingOportunidade,produto_sugerido
Cliente 212,(11) 982586911,cliente212@exemplo.com,Masculino,C,Pequeno,Área 2,Função 2,Estrategia B,Sim,Proativa,Não,Regular,Não,Sim,Não,Não,656,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 3
Cliente 213,(11) 978227907,cliente213@exemplo.com,Feminino,A,Grande,Área 1,Função 3,Estrategia B,Não,Reativa,Não,Ruim,Sim,Sim,Sim,Não,235,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 1
Cliente 214,(11) 988826934,cliente214@exemplo.com,Masculino,A,Pequeno,Área 3,Função 2,Estrategia B,Sim,Proativa,Não,Boa,Não,Não,Não,Não,954,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 215,(11) 959905866,cliente215@exemplo.com,Feminino,B,Pequeno,Área 1,Função 2,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Não,Sim,Sim,115,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 216,(11) 991121402,cliente216@exemplo.com,Masculino,C,Grande,Área 2,Função 3,Estrategia B,Sim,Reativa,Sim,Regular,Sim,Sim,Sim,Não,432,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 217,(11) 950657662,cliente217@exemplo.com,Masculino,C,Médio,Área 1,Função 1,Estrategia A,Sim,Proativa,Sim,Regular,Sim,Sim,Não,Não,294,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 218,(11) 916659908,cliente218@exemplo.com,Feminino,A,Pequeno,Área 1,Função 2,Estrategia B,Não,Reativa,Sim,Regular,Não,Sim,Não,Não,595,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 1,Sim,Produto 1
Cliente 219,(11) 941378291,cliente219@exemplo.com,Masculino,B,Pequeno,Área 3,Função 2,Estrategia A,Não,Reativa,Não,Boa,Sim,Sim,Não,Sim,108,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 2
Cliente 220,(11) 973020641,cliente220@exemplo.com,Feminino,A,Pequeno,Área 3,Função 3,Estrategia A,Não,Proativa,Sim,Boa,Não,Não,Sim,Não,927,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 221,(11) 946634821,cliente221@exemplo.com,Masculino,A,Grande,Área 2,Função 1,Estrategia B,Sim,Proativa,Sim,Boa,Não,Sim,Não,Sim,433,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 222,(11) 929433354,cliente222@exemplo.com,Masculino,A,Médio,Área 1,Função 2,Estrategia B,Não,Reativa,Sim,Boa,Sim,Não,Não,Não,432,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 2,Sim,Produto 1
Cliente 223,(11) 926887294,cliente223@exemplo.com,Masculino,A,Grande,Área 1,Função 3,Estrategia B,Não,Reativa,Sim,Boa,Sim,Não,Não,Não,426,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 224,(11) 983422991,cliente224@exemplo.com,Feminino,C,Grande,Área 3,Função 2,Estrategia A,Sim,Proativa,Não,Ruim,Sim,Sim,Não,Sim,114,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 225,(11) 945562619,cliente225@exemplo.com,Masculino,C,Médio,Área 1,Função 3,Estrategia B,Sim,Proativa,Não,Boa,Sim,Sim,Não,Não,938,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 3
Cliente 226,(11) 945213498,cliente226@exemplo.com,Masculino,A,Grande,Área 1,Função 1,Estrategia B,Não,Proativa,Não,Boa,Não,Não,Sim,Sim,713,Ferramenta A,Time 1,Estrategia 1,Marca A,Jornada 2,Não,Produto 1
Cliente 227,(11) 945703247,cliente227@exemplo.com,Masculino,B,Médio,Área 1,Função 1,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Não,Não,Sim,325,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 228,(11) 950910172,cliente228@exemplo.com,Masculino,B,Pequeno,Área 3,Função 1,Estrategia B,Sim,Reativa,Não,Boa,Sim,Sim,Não,Não,524,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 2
Cliente 229,(11) 972744322,cliente229@exemplo.com,Feminino,B,Médio,Área 2,Função 1,Estrategia B,Sim,Reativa,Sim,Regular,Sim,Sim,Não,Não,889,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 2
Cliente 230,(11) 967805563,cliente230@exemplo.com,Feminino,B,Pequeno,Área 2,Função 2,Estrategia A,Sim,Reativa,Não,Boa,Não,Sim,Sim,Não,507,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 231,(11) 916404003,cliente231@exemplo.com,Masculino,A,Grande,Área 1,Função 2,Estrategia A,Não,Reativa,Não,Boa,Não,Não,Não,Não,212,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 1
Cliente 232,(11) 981244178,cliente232@exemplo.com,Feminino,C,Grande,Área 2,Função 1,Estrategia A,Sim,Proativa,Não,Regular,Não,Não,Sim,Sim,527,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 233,(11) 961939266,cliente233@exemplo.com,Masculino,B,Pequeno,Área 3,Função 1,Estrategia B,Sim,Proativa,Não,Regular,Não,Sim,Sim,Sim,100,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 234,(11) 943267858,cliente234@exemplo.com,Masculino,A,Grande,Área 3,Função 1,Estrategia B,Sim,Reativa,Não,Regular,Sim,Não,Não,Não,365,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 235,(11) 931114003,cliente235@exemplo.com,Masculino,B,Médio,Área 2,Função 2,Estrategia B,Sim,Reativa,Sim,Regular,Não,Não,Não,Sim,590,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 2
Cliente 236,(11) 996641503,cliente236@exemplo.com,Feminino,B,Pequeno,Área 2,Função 1,Estrategia A,Sim,Reativa,Não,Boa,Não,Sim,Não,Sim,307,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 2
Cliente 237,(11) 920421958,cliente237@exemplo.com,Feminino,A,Grande,Área 1,Função 1,Estrategia B,Sim,Reativa,Sim,Regular,Sim,Sim,Sim,Não,721,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 1,Sim,Produto 1
Cliente 238,(11) 987809459,cliente238@exemplo.com,Feminino,C,Pequeno,Área 2,Função 1,Estrategia B,Sim,Reativa,Sim,Regular,Não,Não,Sim,Sim,811,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 3
Cliente 239,(11) 922984808,cliente239@exemplo.com,Feminino,C,Médio,Área 1,Função 3,Estrategia B,Sim,Reativa,Sim,Ruim,Não,Não,Sim,Sim,468,Ferramenta A,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 3
Cliente 240,(11) 924764960,cliente240@exemplo.com,Feminino,A,Médio,Área 1,Função 1,Estrategia A,Não,Reativa,Sim,Regular,Sim,Sim,Sim,Não,405,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 241,(11) 960402943,cliente241@exemplo.com,Feminino,C,Grande,Área 3,Função 3,Estrategia B,Sim,Reativa,Sim,Regular,Sim,Sim,Sim,Sim,111,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 242,(11) 986241446,cliente242@exemplo.com,Feminino,A,Médio,Área 3,Função 3,Estrategia A,Não,Reativa,Não,Ruim,Sim,Sim,Sim,Não,444,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 243,(11) 963777024,cliente243@exemplo.com,Feminino,A,Pequeno,Área 3,Função 1,Estrategia B,Sim,Proativa,Não,Ruim,Não,Sim,Não,Sim,564,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 1
Cliente 244,(11) 993494666,cliente244@exemplo.com,Feminino,A,Médio,Área 3,Função 3,Estrategia A,Sim,Reativa,Não,Boa,Não,Sim,Não,Não,799,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 1
Cliente 245,(11) 980721464,cliente245@exemplo.com,Masculino,C,Pequeno,Área 2,Função 1,Estrategia A,Sim,Proativa,Não,Ruim,Sim,Não,Sim,Sim,765,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 246,(11) 994711896,cliente246@exemplo.com,Feminino,A,Pequeno,Área 3,Função 2,Estrategia A,Sim,Proativa,Sim,Boa,Sim,Não,Não,Sim,593,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 247,(11) 989214742,cliente247@exemplo.com,Feminino,B,Médio,Área 2,Função 2,Estrategia B,Não,Reativa,Não,Ruim,Não,Não,Não,Não,467,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 248,(11) 953799966,cliente248@exemplo.com,Feminino,C,Grande,Área 3,Função 2,Estrategia B,Sim,Reativa,Não,Ruim,Sim,Não,Sim,Não,945,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 1,Sim,Produto 3
Cliente 249,(11) 920047453,cliente249@exemplo.com,Feminino,C,Médio,Área 2,Função 2,Estrategia A,Sim,Proativa,Sim,Boa,Sim,Sim,Sim,Não,519,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 250,(11) 945581225,cliente250@exemplo.com,Feminino,C,Pequeno,Área 1,Função 3,Estrategia A,Não,Proativa,Sim,Ruim,Sim,Sim,Não,Não,988,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 251,(11) 944109026,cliente251@exemplo.com,Feminino,C,Pequeno,Área 2,Função 1,Estrategia B,Não,Reativa,Não,Boa,Não,Sim,Sim,Sim,890,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 252,(11) 952090758,cliente252@exemplo.com,Feminino,B,Médio,Área 2,Função 1,Estrategia B,Sim,Proativa,Não,Ruim,Não,Não,Sim,Sim,270,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 253,(11) 926037627,cliente253@exemplo.com,Feminino,C,Grande,Área 3,Função 1,Estrategia A,Não,Reativa,Sim,Regular,Não,Não,Não,Sim,233,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Não,Produto 3
Cliente 254,(11) 990337039,cliente254@exemplo.com,Feminino,C,Grande,Área 2,Função 2,Estrategia B,Não,Reativa,Não,Ruim,Não,Não,Sim,Não,526,Ferramenta C,Time 1,Estrategia 2,Marca B,Jornada 2,Não,Produto 3
Cliente 255,(11) 930281689,cliente255@exemplo.com,Feminino,A,Pequeno,Área 1,Função 2,Estrategia B,Não,Reativa,Não,Boa,Não,Sim,Não,Sim,124,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 256,(11) 967631343,cliente256@exemplo.com,Feminino,C,Pequeno,Área 1,Função 1,Estrategia B,Sim,Proativa,Não,Ruim,Não,Não,Não,Sim,629,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 3
Cliente 257,(11) 981450611,cliente257@exemplo.com,Masculino,B,Grande,Área 3,Função 2,Estrategia B,Sim,Proativa,Não,Boa,Sim,Sim,Não,Não,289,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 2
Cliente 258,(11) 956510960,cliente258@exemplo.com,Masculino,B,Médio,Área 1,Função 1,Estrategia A,Sim,Reativa,Sim,Boa,Não,Sim,Não,Não,240,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 2,Sim,Produto 2
Cliente 259,(11) 942797855,cliente259@exemplo.com,Feminino,B,Pequeno,Área 2,Função 1,Estrategia B,Não,Proativa,Sim,Regular,Não,Sim,Não,Sim,654,Ferramenta C,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 260,(11) 944795514,cliente260@exemplo.com,Feminino,B,Pequeno,Área 1,Função 1,Estrategia B,Sim,Proativa,Sim,Regular,Sim,Sim,Sim,Não,945,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 261,(11) 915184502,cliente261@exemplo.com,Masculino,C,Grande,Área 3,Função 1,Estrategia A,Não,Proativa,Não,Boa,Não,Sim,Sim,Sim,895,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 3
Cliente 262,(11) 933448674,cliente262@exemplo.com,Feminino,C,Médio,Área 2,Função 1,Estrategia A,Sim,Proativa,Não,Ruim,Não,Sim,Sim,Sim,757,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 2,Sim,Produto 3
Cliente 263,(11) 965223954,cliente263@exemplo.com,Masculino,B,Grande,Área 3,Função 1,Estrategia B,Sim,Proativa,Não,Boa,Sim,Não,Sim,Não,414,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 2
Cliente 264,(11) 940948143,cliente264@exemplo.com,Masculino,B,Médio,Área 2,Função 1,Estrategia B,Não,Proativa,Não,Boa,Sim,Sim,Não,Sim,543,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 2
Cliente 265,(11) 922503247,cliente265@exemplo.com,Masculino,C,Médio,Área 1,Função 2,Estrategia B,Sim,Proativa,Não,Ruim,Sim,Sim,Não,Não,418,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 1,Sim,Produto 3
Cliente 266,(11) 964006163,cliente266@exemplo.com,Masculino,B,Médio,Área 3,Função 1,Estrategia B,Não,Reativa,Sim,Ruim,Não,Não,Sim,Não,540,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 2
Cliente 267,(11) 961910807,cliente267@exemplo.com,Masculino,A,Pequeno,Área 3,Função 1,Estrategia A,Não,Proativa,Não,Ruim,Sim,Sim,Não,Sim,191,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 1
Cliente 268,(11) 964847136,cliente268@exemplo.com,Feminino,B,Grande,Área 2,Função 2,Estrategia A,Sim,Proativa,Não,Ruim,Não,Não,Sim,Sim,278,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Sim,Produto 2
Cliente 269,(11) 983150359,cliente269@exemplo.com,Masculino,B,Grande,Área 3,Função 2,Estrategia A,Não,Proativa,Sim,Boa,Não,Não,Sim,Sim,155,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Sim,Produto 2
Cliente 270,(11) 940831219,cliente270@exemplo.com,Feminino,A,Médio,Área 2,Função 2,Estrategia B,Sim,Proativa,Não,Boa,Não,Não,Sim,Não,254,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 271,(11) 933101383,cliente271@exemplo.com,Feminino,A,Pequeno,Área 2,Função 1,Estrategia B,Sim,Proativa,Sim,Regular,Não,Sim,Não,Sim,771,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 272,(11) 927569187,cliente272@exemplo.com,Masculino,C,Pequeno,Área 2,Função 3,Estrategia B,Não,Proativa,Sim,Boa,Sim,Sim,Não,Não,210,Ferramenta C,Time 2,Estrategia 2,Marca A,Jornada 1,Não,Produto 3
Cliente 273,(11) 964710375,cliente273@exemplo.com,Masculino,C,Grande,Área 2,Função 3,Estrategia B,Sim,Proativa,Sim,Ruim,Sim,Não,Não,Não,236,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 1,Sim,Produto 3
Cliente 274,(11) 964456147,cliente274@exemplo.com,Feminino,A,Pequeno,Área 1,Função 2,Estrategia A,Não,Proativa,Sim,Regular,Não,Sim,Não,Sim,331,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 1
Cliente 275,(11) 988110973,cliente275@exemplo.com,Masculino,A,Pequeno,Área 2,Função 3,Estrategia A,Sim,Reativa,Sim,Ruim,Sim,Sim,Sim,Não,567,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 2,Sim,Produto 1
Cliente 276,(11) 949501026,cliente276@exemplo.com,Masculino,C,Médio,Área 3,Função 2,Estrategia B,Sim,Proativa,Não,Boa,Não,Não,Não,Sim,831,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 3
Cliente 277,(11) 943163773,cliente277@exemplo.com,Feminino,B,Pequeno,Área 1,Função 1,Estrategia A,Sim,Proativa,Sim,Regular,Não,Não,Não,Sim,580,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 278,(11) 921310552,cliente278@exemplo.com,Feminino,A,Médio,Área 3,Função 3,Estrategia B,Sim,Proativa,Sim,Ruim,Não,Sim,Não,Sim,167,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 1
Cliente 279,(11) 941146082,cliente279@exemplo.com,Masculino,C,Grande,Área 1,Função 1,Estrategia B,Sim,Proativa,Não,Regular,Sim,Não,Sim,Sim,913,Ferramenta B,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 3
Cliente 280,(11) 931104792,cliente280@exemplo.com,Feminino,B,Pequeno,Área 2,Função 3,Estrategia A,Não,Reativa,Não,Regular,Não,Não,Sim,Sim,348,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 2
Cliente 281,(11) 931739356,cliente281@exemplo.com,Masculino,A,Grande,Área 1,Função 1,Estrategia B,Não,Reativa,Sim,Boa,Não,Não,Não,Sim,422,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 1
Cliente 282,(11) 921471761,cliente282@exemplo.com,Masculino,B,Grande,Área 1,Função 3,Estrategia B,Não,Reativa,Não,Ruim,Sim,Sim,Não,Sim,617,Ferramenta A,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 2
Cliente 283,(11) 929576703,cliente283@exemplo.com,Masculino,C,Pequeno,Área 3,Função 1,Estrategia A,Não,Reativa,Não,Regular,Sim,Sim,Não,Não,891,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 3
Cliente 284,(11) 985092305,cliente284@exemplo.com,Feminino,A,Pequeno,Área 3,Função 1,Estrategia B,Não,Reativa,Sim,Regular,Sim,Sim,Não,Sim,531,Ferramenta C,Time 1,Estrategia 2,Marca B,Jornada 1,Sim,Produto 1
Cliente 285,(11) 982429249,cliente285@exemplo.com,Feminino,B,Grande,Área 2,Função 3,Estrategia B,Não,Reativa,Sim,Ruim,Sim,Não,Sim,Não,586,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 286,(11) 928877237,cliente286@exemplo.com,Feminino,A,Pequeno,Área 1,Função 1,Estrategia A,Sim,Reativa,Não,Regular,Não,Sim,Não,Não,705,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 2,Não,Produto 1
Cliente 287,(11) 956918818,cliente287@exemplo.com,Feminino,B,Médio,Área 1,Função 1,Estrategia B,Sim,Reativa,Sim,Regular,Sim,Não,Não,Não,528,Ferramenta A,Time 1,Estrategia 1,Marca A,Jornada 2,Sim,Produto 2
Cliente 288,(11) 933705256,cliente288@exemplo.com,Feminino,C,Médio,Área 1,Função 1,Estrategia A,Não,Reativa,Sim,Regular,Não,Sim,Não,Sim,368,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 2,Não,Produto 3
Cliente 289,(11) 994504547,cliente289@exemplo.com,Masculino,C,Pequeno,Área 2,Função 3,Estrategia B,Não,Reativa,Não,Ruim,Sim,Sim,Sim,Não,808,Ferramenta A,Time 1,Estrategia 1,Marca A,Jornada 2,Sim,Produto 3
Cliente 290,(11) 987633091,cliente290@exemplo.com,Masculino,A,Grande,Área 2,Função 3,Estrategia A,Sim,Reativa,Sim,Ruim,Sim,Não,Sim,Não,636,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 1,Não,Produto 1
Cliente 291,(11) 989452960,cliente291@exemplo.com,Masculino,B,Pequeno,Área 2,Função 1,Estrategia A,Sim,Reativa,Sim,Ruim,Sim,Sim,Não,Sim,247,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 2
Cliente 292,(11) 965403796,cliente292@exemplo.com,Masculino,A,Pequeno,Área 2,Função 1,Estrategia A,Sim,Reativa,Sim,Ruim,Sim,Não,Não,Sim,217,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 1,Sim,Produto 1
Cliente 293,(11) 933508102,cliente293@exemplo.com,Feminino,A,Grande,Área 2,Função 3,Estrategia B,Não,Reativa,Sim,Boa,Sim,Sim,Não,Não,949,Ferramenta C,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 294,(11) 919405634,cliente294@exemplo.com,Masculino,B,Grande,Área 3,Função 3,Estrategia A,Não,Reativa,Sim,Regular,Sim,Sim,Não,Sim,466,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 2,Não,Produto 2
Cliente 295,(11) 915853584,cliente295@exemplo.com,Feminino,B,Médio,Área 1,Função 1,Estrategia A,Não,Reativa,Não,Ruim,Não,Não,Não,Sim,949,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 2
Cliente 296,(11) 934947744,cliente296@exemplo.com,Masculino,B,Grande,Área 1,Função 1,Estrategia A,Sim,Proativa,Não,Regular,Sim,Não,Sim,Sim,165,Ferramenta A,Time 2,Estrategia 1,Marca B,Jornada 1,Sim,Produto 2
Cliente 297,(11) 958491183,cliente297@exemplo.com,Feminino,C,Médio,Área 1,Função 1,Estrategia A,Sim,Reativa,Sim,Regular,Sim,Não,Sim,Sim,912,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 1,Não,Produto 3
Cliente 298,(11) 947856186,cliente298@exemplo.com,Feminino,A,Grande,Área 1,Função 2,Estrategia A,Não,Proativa,Não,Boa,Sim,Sim,Sim,Não,469,Ferramenta B,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 299,(11) 958673237,cliente299@exemplo.com,Masculino,A,Pequeno,Área 1,Função 3,Estrategia B,Não,Reativa,Sim,Ruim,Sim,Sim,Não,Sim,274,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 2,Não,Produto 1
Cliente 300,(11) 975293686,cliente300@exemplo.com,Masculino,C,Médio,Área 1,Função 2,Estrategia B,Sim,Reativa,Sim,Ruim,Não,Sim,Sim,Sim,930,Ferramenta B,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
Cliente 301,(11) 911983509,cliente301@exemplo.com,Masculino,B,Médio,Área 1,Função 3,Estrategia B,Sim,Proativa,Sim,Regular,Sim,Não,Sim,Sim,687,Ferramenta C,Time 1,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 302,(11) 928298917,cliente302@exemplo.com,Masculino,C,Médio,Área 1,Função 3,Estrategia B,Sim,Reativa,Sim,Ruim,Sim,Não,Sim,Não,594,Ferramenta B,Time 2,Estrategia 1,Marca A,Jornada 2,Não,Produto 3
Cliente 303,(11) 953563237,cliente303@exemplo.com,Feminino,C,Pequeno,Área 3,Função 3,Estrategia B,Sim,Proativa,Sim,Regular,Sim,Não,Não,Não,213,Ferramenta B,Time 2,Estrategia 2,Marca B,Jornada 1,Não,Produto 3
Cliente 304,(11) 987729132,cliente304@exemplo.com,Masculino,C,Pequeno,Área 1,Função 3,Estrategia B,Não,Proativa,Não,Regular,Sim,Sim,Não,Sim,210,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 3
Cliente 305,(11) 987275698,cliente305@exemplo.com,Masculino,A,Pequeno,Área 3,Função 3,Estrategia B,Sim,Proativa,Não,Boa,Não,Sim,Sim,Sim,860,Ferramenta A,Time 2,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 306,(11) 983214389,cliente306@exemplo.com,Feminino,C,Pequeno,Área 2,Função 3,Estrategia A,Sim,Reativa,Sim,Boa,Sim,Não,Não,Não,538,Ferramenta B,Time 1,Estrategia 2,Marca B,Jornada 2,Sim,Produto 3
Cliente 307,(11) 936365210,cliente307@exemplo.com,Masculino,A,Pequeno,Área 1,Função 3,Estrategia B,Sim,Reativa,Não,Boa,Não,Sim,Sim,Sim,814,Ferramenta B,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 1
Cliente 308,(11) 968245345,cliente308@exemplo.com,Masculino,A,Médio,Área 2,Função 2,Estrategia A,Não,Reativa,Sim,Regular,Sim,Não,Sim,Sim,246,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 309,(11) 937180308,cliente309@exemplo.com,Masculino,A,Pequeno,Área 2,Função 1,Estrategia A,Não,Proativa,Não,Ruim,Não,Sim,Sim,Não,134,Ferramenta A,Time 2,Estrategia 2,Marca B,Jornada 1,Sim,Produto 1
Cliente 310,(11) 921326237,cliente310@exemplo.com,Masculino,B,Médio,Área 2,Função 1,Estrategia B,Sim,Proativa,Sim,Boa,Não,Sim,Sim,Sim,408,Ferramenta A,Time 1,Estrategia 2,Marca A,Jornada 2,Sim,Produto 2
Cliente 311,(11) 996343264,cliente311@exemplo.com,Masculino,A,Pequeno,Área 3,Função 2,Estrategia A,Sim,Reativa,Não,Ruim,Sim,Não,Não,Sim,637,Ferramenta C,Time 2,Estrategia 2,Marca B,Jornada 2,Não,Produto 1
Cliente 312,(11) 971864219,cliente312@exemplo.com,Feminino,A,Grande,Área 2,Função 2,Estrategia A,Sim,Reativa,Sim,Boa,Sim,Sim,Não,Não,849,Ferramenta C,Time 2,Estrategia 1,Marca B,Jornada 2,Não,Produto 1
Cliente 313,(11) 964434670,cliente313@exemplo.com,Masculino,B,Médio,Área 2,Função 2,Estrategia A,Não,Reativa,Sim,Boa,Não,Sim,Não,Não,113,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 2
Cliente 314,(11) 997692768,cliente314@exemplo.com,Masculino,A,Grande,Área 2,Função 2,Estrategia A,Não,Reativa,Não,Regular,Não,Não,Não,Sim,473,Ferramenta B,Time 2,Estrategia 2,Marca A,Jornada 1,Não,Produto 1
Cliente 315,(11) 943255876,cliente315@exemplo.com,Masculino,C,Médio,Área 1,Função 3,Estrategia B,Não,Reativa,Não,Boa,Sim,Não,Sim,Não,656,Ferramenta A,Time 2,Estrategia 1,Marca A,Jornada 1,Não,Produto 3
Cliente 316,(11) 959114107,cliente316@exemplo.com,Masculino,C,Grande,Área 1,Função 1,Estrategia B,Sim,Proativa,Sim,Boa,Não,Sim,Não,Sim,527,Ferramenta C,Time 1,Estrategia 1,Marca B,Jornada 2,Não,Produto 3
